"node_name","corridor_route","corridor_dir","node_lon","node_lat","node_lanes","node_shift","node_s_limit","node_seq_number","node_n_type","node_transition","node_label","node_attach_side","node_active","node_forks","node_pickable","node_station_id","node_above","corridor_name","node_name_seq"
"rnd_84951","I-494","EB",-93.44328,44.88874,1,6,NA,72,"Entrance","Leg","T.H.62",NA,NA,NA,NA,NA,NA,"I-494 EB","I-494 EB_0072"
"rnd_89943","I-494","EB",-93.43418,44.87188,1,6,NA,76,"Exit","Leg","Valley View Rd",NA,NA,NA,TRUE,NA,NA,"I-494 EB","I-494 EB_0076"
"rnd_89945","I-494","EB",-93.4308,44.86557,1,7,NA,79,"Entrance","Loop","T.H.212 WB",NA,NA,NA,NA,NA,NA,"I-494 EB","I-494 EB_0079"
"rnd_84959","I-494","EB",-93.4292,44.8642,1,6,NA,80,"Exit","Loop","T.H.212 EB",NA,NA,"rnd_86789",NA,NA,NA,"I-494 EB","I-494 EB_0080"
"rnd_89947","I-494","EB",-93.42551,44.86255,1,7,NA,82,"Entrance","Leg","T.H.212 EB",NA,NA,NA,NA,NA,NA,"I-494 EB","I-494 EB_0082"
"rnd_89951","I-494","EB",-93.42222,44.86124,1,7,NA,83,"Entrance","Leg","Flying Cloud Dr",NA,NA,NA,NA,NA,NA,"I-494 EB","I-494 EB_0083"
"rnd_84965","I-494","EB",-93.41614,44.85931,1,7,NA,85,"Entrance","Leg","Prairie Center Dr",NA,NA,NA,NA,NA,NA,"I-494 EB","I-494 EB_0085"
"rnd_1508","I-494","EB",-93.40028,44.85913,1,7,NA,87,"Exit",NA,"Marth Rd",NA,NA,NA,NA,NA,NA,"I-494 EB","I-494 EB_0087"
"rnd_1509","I-494","EB",-93.39882,44.85918,3,6,60,89,NA,NA,"W of U.S.169",NA,NA,NA,NA,"S1774",NA,"I-494 EB","I-494 EB_0089"
"rnd_90297","I-494","EB",-93.39477,44.8593,1,7,NA,90,"Entrance","Loop","U.S.169 SB",NA,NA,NA,NA,NA,NA,"I-494 EB","I-494 EB_0090"
"rnd_84967","I-494","EB",-93.39224,44.85934,4,7,60,91,NA,NA,"U.S.169",NA,NA,NA,TRUE,"S733",NA,"I-494 EB","I-494 EB_0091"
"rnd_84969","I-494","EB",-93.39009,44.85938,1,7,NA,92,"Entrance","Leg","Marth Rd",NA,NA,NA,NA,NA,NA,"I-494 EB","I-494 EB_0092"
"rnd_1510","I-494","EB",-93.38406,44.85985,1,7,NA,94,"Entrance",NA,"U.S.169 NB",NA,NA,NA,NA,NA,NA,"I-494 EB","I-494 EB_0094"
"rnd_84973","I-494","EB",-93.38311,44.85997,4,7,60,95,NA,NA,"W Bush Lake Rd",NA,NA,NA,NA,"S477",NA,"I-494 EB","I-494 EB_0095"
"rnd_84975","I-494","EB",-93.37266,44.86003,4,7,60,97,NA,NA,"Marth Rd",NA,NA,NA,NA,"S478",NA,"I-494 EB","I-494 EB_0097"
"rnd_90807","I-494","EB",-93.36554,44.8597,1,6,NA,98,"Exit","Loop","E Bush Lake Rd",NA,NA,NA,TRUE,NA,NA,"I-494 EB","I-494 EB_0098"
"rnd_85249","I-494","EB",-93.36146,44.85947,3,6,60,99,NA,NA,"E Bush Lake Rd",NA,NA,NA,TRUE,"S192",NA,"I-494 EB","I-494 EB_0099"
"rnd_85251","I-494","EB",-93.35959,44.85936,1,7,NA,100,"Entrance","Leg","E Bush Lake Rd",NA,NA,NA,NA,NA,NA,"I-494 EB","I-494 EB_0100"
"rnd_85255","I-494","EB",-93.35387,44.85898,1,7,NA,101,"Exit","Leg","T.H.100 SB",NA,NA,"rnd_90940",NA,NA,NA,"I-494 EB","I-494 EB_0101"
"rnd_85257","I-494","EB",-93.35078,44.85883,1,7,NA,102,"Entrance","Loop","T.H.100 SB",NA,NA,NA,NA,NA,NA,"I-494 EB","I-494 EB_0102"
"rnd_85259","I-494","EB",-93.34929,44.85875,1,7,NA,103,"Exit","Loop","T.H.100 NB",NA,NA,"rnd_90928",TRUE,NA,NA,"I-494 EB","I-494 EB_0103"
"rnd_85263","I-494","EB",-93.34659,44.85858,1,7,NA,105,"Entrance","Leg","T.H.100 NB",NA,NA,NA,NA,NA,NA,"I-494 EB","I-494 EB_0105"
"rnd_85267","I-494","EB",-93.33491,44.85794,1,6,NA,108,"Exit","Leg","France Ave",NA,NA,NA,TRUE,NA,NA,"I-494 EB","I-494 EB_0108"
"rnd_85269","I-494","EB",-93.32901,44.85874,1,6,NA,111,"Entrance","Loop","France Ave SB",NA,NA,NA,NA,NA,NA,"I-494 EB","I-494 EB_0111"
"rnd_85271","I-494","EB",-93.32386,44.86014,1,6,NA,113,"Entrance","Leg","France Ave NB",NA,NA,NA,NA,NA,NA,"I-494 EB","I-494 EB_0113"
"rnd_85277","I-494","EB",-93.31289,44.86175,1,6,NA,116,"Exit","Leg","Penn Ave",NA,NA,NA,TRUE,NA,NA,"I-494 EB","I-494 EB_0116"
"rnd_85281","I-494","EB",-93.30485,44.86174,1,7,NA,118,"Entrance","Leg","Penn Ave",NA,NA,NA,NA,NA,NA,"I-494 EB","I-494 EB_0118"
"rnd_85287","I-494","EB",-93.29918,44.86173,1,7,NA,121,"Entrance","Loop","I-35W SB",NA,NA,NA,NA,NA,NA,"I-494 EB","I-494 EB_0121"
"rnd_85291","I-494","EB",-93.29452,44.86173,1,7,NA,123,"Entrance","Leg","I-35W NB",NA,NA,NA,NA,NA,NA,"I-494 EB","I-494 EB_0123"
"rnd_85293","I-494","EB",-93.29152,44.86174,1,6,NA,124,"Exit","Leg","Lyndale Ave",NA,NA,NA,TRUE,NA,NA,"I-494 EB","I-494 EB_0124"
"rnd_85295","I-494","EB",-93.2897,44.86173,3,6,60,125,NA,NA,"Lyndale Ave",NA,NA,NA,TRUE,"S200",NA,"I-494 EB","I-494 EB_0125"
"rnd_85297","I-494","EB",-93.28607,44.86177,1,7,NA,126,"Entrance","Leg","Lyndale Ave",NA,NA,NA,NA,NA,NA,"I-494 EB","I-494 EB_0126"
"rnd_85299","I-494","EB",-93.28124,44.86171,1,6,NA,127,"Exit","Leg","Nicollet Ave",NA,NA,NA,TRUE,NA,NA,"I-494 EB","I-494 EB_0127"
"rnd_85301","I-494","EB",-93.27789,44.86162,3,6,60,128,NA,NA,"Nicollet Ave",NA,NA,NA,TRUE,"S201",NA,"I-494 EB","I-494 EB_0128"
"rnd_85303","I-494","EB",-93.27501,44.86158,1,6,NA,129,"Entrance","Leg","Nicollet Ave",NA,NA,NA,NA,NA,NA,"I-494 EB","I-494 EB_0129"
"rnd_85305","I-494","EB",-93.27011,44.86189,1,6,NA,131,"Exit","Leg","Portland Ave",NA,NA,NA,TRUE,NA,NA,"I-494 EB","I-494 EB_0131"
"rnd_85309","I-494","EB",-93.25677,44.86206,3,6,60,134,NA,NA,"12th Ave",NA,NA,NA,NA,"S116",NA,"I-494 EB","I-494 EB_0134"
"rnd_85311","I-494","EB",-93.25578,44.86205,1,7,NA,135,"Entrance","Leg","12th Ave",NA,NA,NA,NA,NA,NA,"I-494 EB","I-494 EB_0135"
"rnd_85315","I-494","EB",-93.25176,44.8621,2,6,NA,137,"Exit","Leg","T.H.77 SB",NA,NA,"rnd_88137",NA,NA,NA,"I-494 EB","I-494 EB_0137"
"rnd_85317","I-494","EB",-93.24829,44.86209,1,7,NA,139,"Entrance","Loop","T.H.77 SB",NA,NA,NA,NA,NA,NA,"I-494 EB","I-494 EB_0139"
"rnd_85321","I-494","EB",-93.24314,44.86209,1,7,NA,142,"Exit","Leg","24th Ave",NA,NA,NA,TRUE,NA,NA,"I-494 EB","I-494 EB_0142"
"rnd_85325","I-494","EB",-93.23381,44.86204,1,7,NA,144,"Entrance","Leg","I-494 CD EB",NA,NA,NA,NA,NA,NA,"I-494 EB","I-494 EB_0144"
"rnd_85327","I-494","EB",-93.23101,44.86204,1,8,NA,145,"Entrance","Leg","24th Ave",NA,NA,NA,NA,NA,NA,"I-494 EB","I-494 EB_0145"
"rnd_85331","I-494","EB",-93.22699,44.86205,1,8,NA,147,"Exit","Leg","34th Ave",NA,NA,NA,TRUE,NA,NA,"I-494 EB","I-494 EB_0147"
"rnd_89201","I-494","EB",-93.16752,44.86106,1,7,NA,156,"Exit","Leg","Pilot Knob Rd",NA,NA,NA,TRUE,NA,NA,"I-494 EB","I-494 EB_0156"
"rnd_89369","I-494","EB",-93.1592,44.86111,1,8,NA,158,"Entrance","Leg","Pilot Knob Rd",NA,NA,NA,NA,NA,NA,"I-494 EB","I-494 EB_0158"
"rnd_89371","I-494","EB",-93.12907,44.86251,1,6,NA,166,"Exit","Leg","Dodd Rd",NA,NA,NA,TRUE,NA,NA,"I-494 EB","I-494 EB_0166"
"rnd_89373","I-494","EB",-93.1195,44.86242,1,6,NA,168,"Entrance","Leg","Dodd Rd",NA,NA,NA,NA,NA,NA,"I-494 EB","I-494 EB_0168"
"rnd_89427","I-494","EB",-93.08459,44.86861,1,6,NA,178,"Exit","Leg","Robert St",NA,NA,NA,TRUE,NA,NA,"I-494 EB","I-494 EB_0178"
"rnd_89429","I-494","EB",-93.0791,44.87374,1,6,NA,180,"Exit","CD","I-494 CD EB",NA,NA,"rnd_89431",NA,NA,NA,"I-494 EB","I-494 EB_0180"
"rnd_89449","I-494","EB",-93.04546,44.87459,1,6,NA,189,"Exit","Leg","7th Ave",NA,NA,NA,TRUE,NA,NA,"I-494 EB","I-494 EB_0189"
"rnd_89903","I-494","EB",-93.0435,44.87448,3,6,60,190,NA,NA,"7th Ave",NA,NA,NA,TRUE,"S1204",NA,"I-494 EB","I-494 EB_0190"
"rnd_89937","I-494","EB",-93.0368,44.87429,1,6,NA,192,"Entrance","Leg","5th Ave",NA,NA,NA,NA,NA,NA,"I-494 EB","I-494 EB_0192"
"rnd_89905","I-494","EB",-93.03445,44.87466,1,6,NA,193,"Exit","Leg","Concord St",NA,NA,NA,TRUE,NA,NA,"I-494 EB","I-494 EB_0193"
"rnd_89939","I-494","EB",-93.03145,44.87563,1,7,NA,195,"Entrance","Leg","Concord St",NA,NA,NA,NA,NA,NA,"I-494 EB","I-494 EB_0195"
"rnd_89909","I-494","EB",-93.02491,44.88005,1,7,NA,198,"Exit","Leg","Hardman Ave",NA,NA,NA,TRUE,NA,NA,"I-494 EB","I-494 EB_0198"
"rnd_89451","I-494","EB",-93.02002,44.88212,1,8,NA,202,"Entrance","Leg","Hardman Ave",NA,NA,NA,NA,NA,NA,"I-494 EB","I-494 EB_0202"
"rnd_89457","I-494","EB",-93.0121,44.88345,1,7,NA,204,"Exit","Leg","Maxwell Ave",NA,NA,NA,TRUE,NA,NA,"I-494 EB","I-494 EB_0204"
"rnd_89461","I-494","EB",-93.00514,44.88499,1,7,NA,208,"Exit","Leg","T.H.61 SB",NA,NA,"rnd_1570",TRUE,NA,"t","I-494 EB","I-494 EB_0208"
"rnd_89463","I-494","EB",-93.00306,44.88636,1,6,NA,210,"Exit","Loop","T.H.61 NB",NA,NA,NA,TRUE,NA,"t","I-494 EB","I-494 EB_0210"
"rnd_89465","I-494","EB",-93.00248,44.88693,3,6,60,211,NA,NA,"T.H.61",NA,NA,NA,TRUE,"S1022","t","I-494 EB","I-494 EB_0211"
"rnd_89467","I-494","EB",-93.00204,44.88744,1,6,NA,212,"Entrance","Leg","T.H.61 NB",NA,NA,NA,NA,NA,NA,"I-494 EB","I-494 EB_0212"
"rnd_89471","I-494","EB",-93.00089,44.88927,1,6,NA,214,"Entrance","Leg","Bailey Rd",NA,NA,NA,NA,NA,NA,"I-494 EB","I-494 EB_0214"
"rnd_89475","I-494","EB",-92.98392,44.91164,1,6,NA,218,"Exit","Leg","Lake Rd",NA,NA,NA,TRUE,NA,NA,"I-494 EB","I-494 EB_0218"
"rnd_89911","I-494","EB",-92.9796,44.91548,1,6,NA,220,"Entrance","Leg","Lake Rd",NA,NA,NA,NA,NA,NA,"I-494 EB","I-494 EB_0220"
"rnd_89913","I-494","EB",-92.97076,44.92375,1,6,NA,221,"Exit","Leg","Valley Creek Rd",NA,NA,NA,TRUE,NA,NA,"I-494 EB","I-494 EB_0221"
"rnd_89919","I-494","EB",-92.96551,44.92861,1,6,NA,223,"Entrance","Leg","Valley Creek Rd",NA,NA,NA,NA,NA,NA,"I-494 EB","I-494 EB_0223"
"rnd_89511","I-494","WB",-92.9662,44.92835,1,6,NA,9,"Exit","Leg","Valley Creek Rd",NA,NA,NA,TRUE,NA,NA,"I-494 WB","I-494 WB_0009"
"rnd_94151","I-494","WB",-92.9687,44.92605,1,7,NA,11,"Entrance","Loop","Valley Creek Rd WB",NA,NA,NA,NA,NA,NA,"I-494 WB","I-494 WB_0011"
"rnd_89513","I-494","WB",-92.97135,44.92362,1,7,NA,13,"Entrance","Leg","Valley Creek Rd EB",NA,NA,NA,NA,NA,NA,"I-494 WB","I-494 WB_0013"
"rnd_89515","I-494","WB",-92.97954,44.91615,1,6,NA,15,"Exit","Leg","Lake Rd",NA,NA,NA,TRUE,NA,NA,"I-494 WB","I-494 WB_0015"
"rnd_89519","I-494","WB",-92.98378,44.91239,1,6,NA,17,"Entrance","Leg","Lake Rd",NA,NA,NA,TRUE,NA,NA,"I-494 WB","I-494 WB_0017"
"rnd_89523","I-494","WB",-93.00057,44.89018,1,6,NA,21,"Exit","Leg","Bailey Rd",NA,NA,NA,TRUE,NA,NA,"I-494 WB","I-494 WB_0021"
"rnd_89527","I-494","WB",-93.00422,44.88568,1,6,NA,26,"Exit","Leg","T.H.61 SB",NA,NA,NA,TRUE,NA,"t","I-494 WB","I-494 WB_0026"
"rnd_89531","I-494","WB",-93.00518,44.88512,1,7,NA,27,"Entrance","Leg","T.H.61 SB",NA,NA,NA,NA,NA,"t","I-494 WB","I-494 WB_0027"
"rnd_89535","I-494","WB",-93.01214,44.88359,1,8,NA,32,"Entrance","Leg","Maxwell Ave",NA,NA,NA,NA,NA,NA,"I-494 WB","I-494 WB_0032"
"rnd_89539","I-494","WB",-93.01927,44.88239,1,7,NA,34,"Exit","Leg","Hardman Ave",NA,NA,NA,TRUE,NA,NA,"I-494 WB","I-494 WB_0034"
"rnd_89543","I-494","WB",-93.02456,44.88057,1,7,NA,38,"Entrance","Leg","Hardman Ave",NA,NA,NA,NA,NA,NA,"I-494 WB","I-494 WB_0038"
"rnd_89545","I-494","WB",-93.03108,44.87604,1,6,NA,41,"Exit","Leg","Concord St",NA,NA,NA,TRUE,NA,NA,"I-494 WB","I-494 WB_0041"
"rnd_89547","I-494","WB",-93.0337,44.87508,1,7,NA,43,"Entrance","Leg","Concord St",NA,NA,NA,NA,NA,NA,"I-494 WB","I-494 WB_0043"
"rnd_89549","I-494","WB",-93.03616,44.87459,1,6,NA,44,"Exit","Leg","5th Ave",NA,NA,NA,TRUE,NA,NA,"I-494 WB","I-494 WB_0044"
"rnd_89551","I-494","WB",-93.0452,44.87485,1,7,NA,48,"Entrance","Leg","7th Ave",NA,NA,NA,NA,NA,NA,"I-494 WB","I-494 WB_0048"
"rnd_89877","I-494","WB",-93.07371,44.87537,3,6,60,54,NA,NA,"T.H.110",NA,NA,NA,TRUE,"S1186",NA,"I-494 WB","I-494 WB_0054"
"rnd_89573","I-494","WB",-93.08351,44.87017,1,6,NA,58,"Entrance","Leg","Robert St",NA,NA,NA,NA,NA,NA,"I-494 WB","I-494 WB_0058"
"rnd_89375","I-494","WB",-93.11991,44.86272,1,6,NA,68,"Exit","Leg","Dodd Rd",NA,NA,NA,TRUE,NA,NA,"I-494 WB","I-494 WB_0068"
"rnd_89887","I-494","WB",-93.12569,44.86278,3,6,60,69,NA,NA,"Dodd Rd",NA,NA,NA,TRUE,"S1191",NA,"I-494 WB","I-494 WB_0069"
"rnd_89217","I-494","WB",-93.14131,44.86291,3,6,60,72,NA,NA,"I-35E",NA,NA,NA,TRUE,"S864",NA,"I-494 WB","I-494 WB_0072"
"rnd_89209","I-494","WB",-93.16027,44.8613,1,6,NA,78,"Exit","Leg","Pilot Knob Rd",NA,NA,NA,TRUE,NA,NA,"I-494 WB","I-494 WB_0078"
"rnd_89211","I-494","WB",-93.1676,44.86127,1,6,NA,80,"Entrance","Leg","Pilot Knob Rd",NA,NA,NA,NA,NA,NA,"I-494 WB","I-494 WB_0080"
"rnd_86985","I-494","WB",-93.21569,44.8626,2,7,NA,87,"Entrance","Leg","T.H.5 WB",NA,NA,NA,NA,NA,NA,"I-494 WB","I-494 WB_0087"
"rnd_86989","I-494","WB",-93.22718,44.86227,1,8,NA,89,"Entrance","Leg","34th Ave",NA,NA,NA,NA,NA,NA,"I-494 WB","I-494 WB_0089"
"rnd_86991","I-494","WB",-93.22979,44.86226,1,7,NA,91,"Exit","Leg","24th Ave",NA,NA,NA,TRUE,NA,NA,"I-494 WB","I-494 WB_0091"
"rnd_86993","I-494","WB",-93.23086,44.86226,1,7,NA,92,"Exit","Leg","T.H.77 CD 2 NB",NA,NA,"rnd_95270",NA,NA,NA,"I-494 WB","I-494 WB_0092"
"rnd_86997","I-494","WB",-93.24273,44.86228,1,6,NA,94,"Entrance","Leg","24th Ave",NA,NA,NA,NA,NA,NA,"I-494 WB","I-494 WB_0094"
"rnd_88517","I-494","WB",-93.24646,44.86227,1,7,NA,95,"Entrance","Leg","T.H.77 NB",NA,NA,NA,NA,NA,NA,"I-494 WB","I-494 WB_0095"
"rnd_1787","I-494","WB",-93.24927,44.86224,3,6,60,97,NA,NA,"T.H.77",NA,NA,NA,TRUE,"S1818",NA,"I-494 WB","I-494 WB_0097"
"rnd_89383","I-494","WB",-93.25171,44.86222,1,7,NA,98,"Entrance","Leg","T.H.77 SB",NA,NA,NA,NA,NA,NA,"I-494 WB","I-494 WB_0098"
"rnd_87011","I-494","WB",-93.2542,44.8623,1,7,NA,99,"Exit","Leg","12th Ave",NA,NA,NA,TRUE,NA,NA,"I-494 WB","I-494 WB_0099"
"rnd_87003","I-494","WB",-93.2567,44.86228,4,7,60,100,NA,NA,"12th Ave",NA,NA,NA,TRUE,"S115",NA,"I-494 WB","I-494 WB_0100"
"rnd_87015","I-494","WB",-93.27072,44.86207,1,6,NA,102,"Entrance","Leg","Portland Ave",NA,NA,NA,NA,NA,NA,"I-494 WB","I-494 WB_0102"
"rnd_87017","I-494","WB",-93.27524,44.86166,1,6,NA,103,"Exit","Leg","Nicollet Ave",NA,NA,NA,TRUE,NA,NA,"I-494 WB","I-494 WB_0103"
"rnd_87019","I-494","WB",-93.27788,44.86184,3,6,60,104,NA,NA,"Nicollet Ave",NA,NA,NA,TRUE,"S182",NA,"I-494 WB","I-494 WB_0104"
"rnd_87021","I-494","WB",-93.28109,44.86193,1,7,NA,105,"Entrance","Leg","Nicollet Ave",NA,NA,NA,NA,NA,NA,"I-494 WB","I-494 WB_0105"
"rnd_87005","I-494","WB",-93.28817,44.86202,3,6,60,107,NA,NA,"Lyndale Ave",NA,NA,NA,TRUE,"S183",NA,"I-494 WB","I-494 WB_0107"
"rnd_87025","I-494","WB",-93.29075,44.86204,1,7,NA,108,"Entrance","Leg","Lyndale Ave",NA,NA,NA,NA,NA,NA,"I-494 WB","I-494 WB_0108"
"rnd_87029","I-494","WB",-93.29727,44.86202,1,7,NA,110,"Entrance","Loop","I-35W NB",NA,NA,NA,NA,NA,NA,"I-494 WB","I-494 WB_0110"
"rnd_87033","I-494","WB",-93.30151,44.86204,1,7,NA,113,"Entrance","Leg","I-35W SB",NA,NA,NA,NA,NA,NA,"I-494 WB","I-494 WB_0113"
"rnd_87035","I-494","WB",-93.30583,44.86205,1,7,NA,114,"Exit","Leg","Penn Ave",NA,NA,NA,NA,NA,NA,"I-494 WB","I-494 WB_0114"
"rnd_87039","I-494","WB",-93.31278,44.86195,1,7,NA,116,"Entrance","Leg","Penn Ave",NA,NA,NA,NA,NA,NA,"I-494 WB","I-494 WB_0116"
"rnd_89027","I-494","WB",-93.3254,44.85998,1,7,NA,119,"Exit","Leg","France Ave",NA,NA,NA,TRUE,NA,NA,"I-494 WB","I-494 WB_0119"
"rnd_87049","I-494","WB",-93.3291,44.85896,1,7,NA,121,"Entrance","Loop","France Ave NB",NA,NA,NA,NA,NA,NA,"I-494 WB","I-494 WB_0121"
"rnd_89019","I-494","WB",-93.33287,44.85832,1,7,NA,123,"Entrance","Leg","France Ave SB",NA,NA,NA,NA,NA,NA,"I-494 WB","I-494 WB_0123"
"rnd_89021","I-494","WB",-93.34643,44.85879,1,7,NA,126,"Exit","Leg","T.H.100 NB",NA,NA,"rnd_90930",TRUE,NA,NA,"I-494 WB","I-494 WB_0126"
"rnd_87051","I-494","WB",-93.34939,44.85898,1,7,NA,127,"Entrance","Loop","T.H.100 NB",NA,NA,NA,NA,NA,NA,"I-494 WB","I-494 WB_0127"
"rnd_87053","I-494","WB",-93.35101,44.85906,1,6,NA,128,"Exit","Loop","T.H.100 SB",NA,NA,"rnd_90942",NA,NA,NA,"I-494 WB","I-494 WB_0128"
"rnd_89023","I-494","WB",-93.3537,44.8592,3,6,60,129,NA,NA,"T.H.100",NA,NA,NA,TRUE,"S1011",NA,"I-494 WB","I-494 WB_0129"
"rnd_87055","I-494","WB",-93.35398,44.85921,1,7,NA,130,"Entrance","Leg","T.H.100 SB",NA,NA,NA,NA,NA,NA,"I-494 WB","I-494 WB_0130"
"rnd_89025","I-494","WB",-93.35856,44.85944,1,7,NA,131,"Exit","Leg","E Bush Lake Rd",NA,NA,NA,TRUE,NA,NA,"I-494 WB","I-494 WB_0131"
"rnd_87043","I-494","WB",-93.36142,44.85964,4,7,60,132,NA,NA,"E Bush Lake Rd",NA,NA,NA,TRUE,"S191",NA,"I-494 WB","I-494 WB_0132"
"rnd_87045","I-494","WB",-93.37268,44.86024,4,7,60,134,NA,NA,"Marth Rd",NA,NA,NA,NA,"S480",NA,"I-494 WB","I-494 WB_0134"
"rnd_84979","I-494","WB",-93.38323,44.86017,4,7,60,136,NA,NA,"W Bush Lake Rd",NA,NA,NA,NA,"S481",NA,"I-494 WB","I-494 WB_0136"
"rnd_1511","I-494","WB",-93.38474,44.86005,2,7,NA,137,"Exit",NA,"U.S.169",NA,NA,NA,NA,NA,NA,"I-494 WB","I-494 WB_0137"
"rnd_1512","I-494","WB",-93.38927,44.8596,3,6,60,138,NA,NA,"E of U.S.169",NA,NA,NA,NA,"S1883",NA,"I-494 WB","I-494 WB_0138"
"rnd_84983","I-494","WB",-93.39421,44.85951,1,7,NA,139,"Entrance","Loop","U.S.169 NB",NA,NA,NA,NA,NA,NA,"I-494 WB","I-494 WB_0139"
"rnd_84989","I-494","WB",-93.39967,44.85935,4,7,60,140,NA,NA,"U.S.169",NA,NA,NA,TRUE,"S482",NA,"I-494 WB","I-494 WB_0140"
"rnd_1513","I-494","WB",-93.40323,44.85935,1,7,NA,141,"Entrance",NA,"W 78th St",NA,NA,NA,NA,NA,NA,"I-494 WB","I-494 WB_0141"
"rnd_84991","I-494","WB",-93.41604,44.85962,1,7,NA,143,"Exit","Leg","Prairie Center Dr",NA,NA,NA,TRUE,NA,NA,"I-494 WB","I-494 WB_0143"
"rnd_95825","I-494","WB",-93.41716,44.85981,1,6,NA,144,"Exit","Leg","Flying Cloud Dr",NA,NA,NA,TRUE,NA,NA,"I-494 WB","I-494 WB_0144"
"rnd_89035","I-494","WB",-93.42766,44.86378,1,7,NA,147,"Entrance","Loop","T.H.212 EB",NA,NA,NA,NA,NA,NA,"I-494 WB","I-494 WB_0147"
"rnd_84997","I-494","WB",-93.43225,44.8682,1,6,NA,151,"Entrance","Leg","T.H.212 WB",NA,NA,NA,NA,NA,NA,"I-494 WB","I-494 WB_0151"
"rnd_85001","I-494","WB",-93.43376,44.87166,1,6,NA,153,"Entrance","Leg","Valley View Rd",NA,NA,NA,NA,NA,NA,"I-494 WB","I-494 WB_0153"
"rnd_84681","I-494","WB",-93.44294,44.88866,1,6,NA,157,"Exit","Leg","T.H.62",NA,NA,NA,TRUE,NA,NA,"I-494 WB","I-494 WB_0157"
"rnd_84685","I-494","WB",-93.44388,44.89455,1,6,NA,159,"Entrance","Leg","T.H.62",NA,NA,NA,NA,NA,NA,"I-494 WB","I-494 WB_0159"
"rnd_84693","I-494","WB",-93.45092,44.92115,1,6,NA,163,"Exit","Leg","T.H.7 EB",NA,NA,NA,TRUE,NA,NA,"I-494 WB","I-494 WB_0163"
"rnd_89071","I-494","WB",-93.45131,44.92452,1,7,NA,165,"Entrance","Loop","T.H.7 EB",NA,NA,NA,NA,NA,NA,"I-494 WB","I-494 WB_0165"
"rnd_89073","I-494","WB",-93.45146,44.92539,1,6,NA,166,"Exit","Loop","T.H.7 WB",NA,NA,NA,TRUE,NA,NA,"I-494 WB","I-494 WB_0166"
"rnd_84697","I-494","WB",-93.45195,44.92838,1,6,NA,167,"Entrance","Leg","T.H.7 WB",NA,NA,NA,NA,NA,NA,"I-494 WB","I-494 WB_0167"
"rnd_84701","I-494","WB",-93.45638,44.94137,1,6,NA,172,"Exit","Leg","Minnetonka Blvd",NA,NA,NA,TRUE,NA,NA,"I-494 WB","I-494 WB_0172"
"rnd_84705","I-494","WB",-93.45656,44.94437,1,6,NA,174,"Entrance","Leg","Minnetonka Blvd",NA,NA,NA,NA,NA,NA,"I-494 WB","I-494 WB_0174"
"rnd_84717","I-494","WB",-93.46037,44.9706,1,7,NA,181,"Entrance","Loop","I-394 EB",NA,NA,NA,NA,NA,NA,"I-494 WB","I-494 WB_0181"
"rnd_84725","I-494","WB",-93.46019,44.97419,1,6,NA,184,"Entrance","Leg","I-394 WB",NA,NA,NA,NA,NA,NA,"I-494 WB","I-494 WB_0184"
"rnd_84723","I-494","WB",-93.4599,44.98002,1,6,NA,185,"Exit","Leg","Carlson Pkwy",NA,NA,NA,TRUE,NA,NA,"I-494 WB","I-494 WB_0185"
"rnd_84731","I-494","WB",-93.45958,44.98664,1,6,NA,188,"Entrance","Leg","Carlson Pkwy",NA,NA,NA,NA,NA,NA,"I-494 WB","I-494 WB_0188"
"rnd_84733","I-494","WB",-93.45832,44.99474,1,6,NA,191,"Exit","Leg","Co Rd 6",NA,NA,NA,TRUE,NA,NA,"I-494 WB","I-494 WB_0191"
"rnd_84739","I-494","WB",-93.45764,44.99901,1,7,NA,193,"Entrance","Leg","Co Rd 6",NA,NA,NA,NA,NA,NA,"I-494 WB","I-494 WB_0193"
"rnd_84743","I-494","WB",-93.45713,45.00731,1,6,NA,196,"Exit","Leg","T.H.55",NA,NA,NA,TRUE,NA,NA,"I-494 WB","I-494 WB_0196"
"rnd_85341","I-494","WB",-93.4571,45.01375,1,6,NA,198,"Entrance","Leg","T.H.55",NA,NA,NA,NA,NA,NA,"I-494 WB","I-494 WB_0198"
"rnd_84747","I-494","WB",-93.45306,45.02555,1,6,NA,204,"Exit","Leg","Rockford Rd",NA,NA,NA,TRUE,NA,NA,"I-494 WB","I-494 WB_0204"
"rnd_84751","I-494","WB",-93.45244,45.03066,1,6,NA,208,"Entrance","Leg","Rockford Rd",NA,NA,NA,NA,NA,NA,"I-494 WB","I-494 WB_0208"
"rnd_84761","I-494","WB",-93.44869,45.0641,1,6,NA,216,"Exit","Leg","Bass Lake Rd",NA,NA,NA,NA,NA,NA,"I-494 WB","I-494 WB_0216"
"rnd_84765","I-494","WB",-93.44685,45.06896,1,6,NA,218,"Entrance","Leg","Bass Lake Rd",NA,NA,NA,NA,NA,NA,"I-494 WB","I-494 WB_0218"
"rnd_87059","I-694","EB",-93.29934,45.06948,1,6,NA,4,"Entrance","Leg","Shingle Creek Pkwy",NA,NA,NA,NA,NA,NA,"I-694 EB","I-694 EB_0004"
"rnd_87069","I-694","EB",-93.28662,45.06949,1,9,NA,9,"Entrance","Loop","T.H.252 SB",NA,NA,NA,NA,NA,"t","I-694 EB","I-694 EB_0009"
